"user_id","discounted_booking_rate","avg_dist_flown","flight_to_hotel_booking_ratio","checked_bags_ratio","booking_count","booking_rate","active_days","avg_page_clicks","avg_bags","cancellation_rate","num_flight_booked","num_hotel_booked","avg_num_seats","total_checked_bags","travel_lead_time","avg_cancel_lead_time","total_dist_flown","avg_dist_flown_incl","avg_hotel_stay","avg_hotel_rooms","avg_trip_duration","avg_session_duration","num_flights_discount_applied","num_hotel_discount_applied","num_flights_discount_offered","num_hotel_discount_offered","total_hotel_discount_charges","total_flight_discount_charges","customer_age","gender","married","has_children","home_city","home_country","home_airport","num_trips","num_sessions","user_start_date","user_end_date","total_page_clicks","avg_session_duration_seconds","num_of_cancellation","num_of_flights_discount","num_of_hotel_discount","total_flight_charges","total_hotel_charges","total_sales","age_group","avg_total_sales","customer_value_per_trip","customer_value_per_session","avg_cust_lifespan","hotel_discount_proportion","flight_discount_proportion","avg_flight_discount_charges","avg_hotel_discount_charges","total_discount_proportion","avg_dollar_saved","avg_dollar_saved_per_km","customer_lifetime_value","scaled_ads","bargain_hunter_index","perks_offered"
"153982","0","1343.6266666666666667","1","0","3","0.38","192","18.75","0.33","0.00","3","3","1","1","9.33","","4030.88","503.86","1","1","2","00:02:18.5","0","0","0","1","0.00","0.00","47","F","false","true","toronto","canada","YKZ","3","8","2023-01-09","2023-07-20","150","138.500","0","0","1","656.87","681.00","1337.870","Middle Aged","1337.87","445.96","167.23","1.12","0.13","0.00","0","0.15","0.13","0","0","499.48","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"160754","0","527.6300000000000000","1","1","1","0.13","132","10.75","1.00","0.00","1","1","1","1","12.00","","527.63","65.95","2","1","4","00:01:20.875","0","0","0","0","0","0.00","48","F","true","true","new york","usa","LGA","1","8","2023-02-13","2023-06-26","86","80.875","0","0","0","93.62","428.00","521.620","Middle Aged","521.62","521.62","65.20","0.92","0.00","0.00","0","0","0.00","0","0","479.89","0.000","0.0000","Free Meal Included With Hotel Booking"
"164522","1","1807.6500000000000000","1","1","1","0.13","177","11.13","1.00","0.00","1","1","1","1","9.00","","1807.65","225.96","13","1","15","00:01:23.375","1","0","1","1","0.00","16.42","50","F","true","false","kansas city","usa","MCI","1","8","2023-01-17","2023-07-14","89","83.375","0","2","1","311.90","3029.00","3340.904","Middle Aged","3340.90","3340.90","417.61","1.07","0.13","0.25","0.05","0.05","0.38","16.42","0.009","3574.76","0.067","0.0008","Access to Special Booking Discounts"
"167852","0","0","0","0","0","0.00","110","7.88","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:00:58","0","0","1","2","0.0","0.00","19","F","false","false","tampa","usa","MCF","0","8","2023-01-05","2023-04-25","63","58.000","0","1","2","0.00","0.00","0.000","Student","0.00","","0.00","1.14","0.25","0.13","0.10","0.10","0.38","0","0","","0.000","0.0000","10% Discount on Next Confirmed Booking"
"171470","2","52813.390000000000","0","1","2","0.25","122","55.75","0.50","1.00","1","0","2","1","181.00","131.50","52813.39","6601.67","0","0","14","00:30:42.5","3","2","0","0","0","287.83","26","F","false","false","atlanta","usa","ATL","2","8","2023-03-09","2023-07-10","446","1842.500","2","3","2","16031.82","0.00","16031.815","Young Aged","16031.82","8015.91","2003.98","0.79","0.25","0.38","0.10","0","0.63","287.83","0.005","6332.57","0.037","0.0014","Access to Special Booking Discounts"
"174997","0","5907.3200000000000000","1","0","3","0.38","190","31.50","0.33","0.33","2","2","1","1","9.67","13.00","11814.64","1476.83","1","1","5","00:16:31.75","1","1","0","2","0.00","0.00","34","F","false","false","grand rapids","usa","GRR","3","8","2023-01-05","2023-07-15","252","991.750","1","1","3","5862.55","448.00","6310.550","Young Aged","6310.55","2103.52","788.82","1.14","0.38","0.13","0","0.13","0.50","0","0","2398.01","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"175032","0","1394.5450000000000000","0","0","3","0.33","181","14.11","0.33","0.00","2","3","1","1","6.50","","2789.09","309.90","4","2","3","00:01:44.333333","0","1","1","1","362.40","0.00","31","F","false","false","houston","usa","IAH","3","9","2023-01-20","2023-07-20","127","104.333","0","1","2","3024.43","3243.60","6268.030","Young Aged","6268.03","2089.34","696.45","1.06","0.22","0.11","0.30","0.10","0.33","0","0","2214.70","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"181157","0","1213.4566666666666667","1","1","3","0.38","177","19.13","1.00","0.00","3","3","2","3","6.00","","3640.37","455.05","3","2","4","00:02:21.125","1","1","1","0","31.20","321.62","55","F","true","false","houston","usa","HOU","3","8","2023-01-11","2023-07-07","153","141.125","0","2","1","2325.90","4987.80","7313.702","Middle Aged","7313.70","2437.90","914.21","1.11","0.13","0.25","0.18","0.15","0.38","80.40","0.022","2706.07","0.164","0.0074","Additional Free Checked Baggage Allowance"
"182191","2","0","0","0","1","0.13","180","18.50","1.00","1.00","0","0","2","1","19.00","19.00","1670.95","208.87","0","0","16","00:11:05.787969","1","1","0","1","0.0","0.00","21","F","false","true","phoenix","usa","PHX","1","8","2023-01-05","2023-07-04","148","665.788","1","1","2","1075.34","0.00","1075.340","Student","1075.34","1075.34","134.42","1.14","0.25","0.13","0","0.10","0.38","0","0","1225.89","0.000","0.0000","Access to Special Booking Discounts"
"187212","0","2465.5566666666666667","1","0","3","0.38","154","16.00","0.67","0.00","3","3","1","2","9.00","","7396.67","924.58","2","1","3","00:01:58.75","0","0","1","1","0.0","0.00","56","F","true","true","los angeles","usa","LAX","3","8","2023-01-05","2023-06-09","128","118.750","0","1","1","1242.57","904.00","2146.570","Middle Aged","2146.57","715.52","268.32","1.14","0.13","0.13","0.40","0.10","0.25","0","0","815.69","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"189676","0","2350.5400000000000000","0","2","2","0.25","103","11.63","1.00","0.00","1","2","2","2","5.00","","2350.54","293.82","9","2","6","00:01:26.375","0","0","1","0","0","0.00","37","F","false","true","fort worth","usa","FTW","2","8","2023-01-20","2023-05-03","93","86.375","0","1","0","3732.93","5001.00","8733.930","Middle Aged","8733.93","4366.97","1091.74","1.06","0.00","0.13","0.15","0","0.13","0","0","4628.99","0.000","0.0000","Free Meal Included With Hotel Booking"
"190866","0","2423.7360000000000000","1","0","5","0.56","174","20.67","0.40","0.00","5","5","1","2","7.80","","12118.68","1346.52","2","1","3","00:02:33.888889","0","0","0","1","0.00","0.00","39","F","false","false","tallahassee","usa","TLH","5","9","2023-01-09","2023-07-03","186","153.889","0","0","1","2081.00","1496.00","3577.000","Middle Aged","3577.00","715.40","397.44","1.12","0.11","0.00","0","0.05","0.11","0","0","801.25","0.000","0.0000","Priority Check-in and Boarding Privilege"
"195192","0","1165.5100000000000000","1","0","1","0.13","138","28.13","0.00","0.00","1","1","2","0","16.00","","1165.51","145.69","1","2","3","00:03:28.375","0","0","1","1","0.0","0.00","30","F","false","false","chicago","usa","MDW","1","8","2023-01-10","2023-05-29","225","208.375","0","1","1","788.58","320.00","1108.580","Young Aged","1108.58","1108.58","138.57","1.11","0.13","0.13","0.10","0.10","0.25","0","0","1230.52","0.000","0.0000","10% Discount on Next Confirmed Booking"
"204943","0","2139.7766666666666667","1","1","6","0.75","202","36.50","1.50","0.17","6","6","2","9","56.71","155.00","12838.66","1604.83","8","2","8","00:17:23.5","2","1","1","0","0","80.27","43","M","false","false","ottawa","canada","YOW","6","8","2023-01-07","2023-07-28","292","1043.500","1","3","1","5181.04","13597.00","18778.036","Middle Aged","18778.04","3129.67","2347.25","1.13","0.13","0.38","0.15","0","0.50","26.76","0.002","3536.53","0.015","0.0009","Priority Check-in and Boarding Privilege"
"204997","1","5301.3800000000000000","1","1","4","0.50","186","54.88","0.75","0.50","3","2","2","3","15.00","24.50","15904.14","1988.02","5","2","6","00:23:19.17795","3","3","0","1","33.2","241.63","40","F","true","false","kansas city","usa","MCI","4","8","2023-01-05","2023-07-10","439","1399.178","2","3","4","9181.16","4634.80","13815.960","Middle Aged","13815.96","3453.99","1727.00","1.14","0.50","0.38","0.25","0.10","0.88","120.82","0.008","3937.55","0.060","0.0057","Priority Check-in and Boarding Privilege"
"205044","0","2396.8400000000000000","1","0","3","0.33","130","14.89","0.33","0.00","3","3","2","1","7.00","","7190.52","798.95","5","2","5","00:01:50.333333","1","0","0","0","0","27.65","42","F","true","true","toronto","canada","YKZ","3","9","2023-01-27","2023-06-07","134","110.333","0","1","0","6887.19","5642.00","12529.188","Middle Aged","12529.19","4176.40","1392.13","1.02","0.00","0.11","0.05","0","0.11","27.65","0.004","4259.93","0.030","0.0002","Complimentary Room or Seat Upgrade on Next Booking"
"206011","0","1452.0625000000000000","1","0","4","0.50","178","19.50","0.25","0.00","4","3","1","1","6.50","","5808.25","726.03","2","1","3","00:02:26.125","1","1","0","1","0.00","21.82","41","F","false","true","kansas city","usa","MCI","4","8","2023-01-10","2023-07-08","156","146.125","0","1","2","1024.77","1138.00","2162.772","Middle Aged","2162.77","540.69","270.35","1.11","0.25","0.13","0.05","0.20","0.38","21.82","0.004","600.17","0.030","0.0002","Complimentary Room or Seat Upgrade on Next Booking"
"216796","3","14989.7800000000000000","1","4","1","0.13","58","15.63","4.00","1.00","1","1","4","4","194.50","193.00","14989.78","1873.72","20","2","11","00:08:11.328442","2","1","2","1","0.0","1250.44","24","F","false","false","cincinnati","usa","CVG","1","8","2023-01-13","2023-03-13","125","491.328","1","4","2","8753.05","4820.00","13573.045","Student","13573.05","13573.05","1696.63","1.09","0.25","0.50","0.17","0.10","0.75","625.22","0.042","14794.62","0.313","0.0266","Access to Special Booking Discounts"
"217114","0","0","0","0","0","0.00","170","6.56","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:00:49.888889","0","0","1","3","0.00","0.00","21","O","true","true","long beach","usa","LGB","0","9","2023-01-06","2023-06-26","59","49.889","0","1","3","0.00","0.00","0.000","Student","0.00","","0.00","1.13","0.33","0.11","0.05","0.15","0.44","0","0","","0.000","0.0000","Extended Booking Flexibility Options"
"217136","0","3095.3400000000000000","0","0","2","0.25","122","13.25","0.00","0.00","1","2","1","0","8.00","","3095.34","386.92","2","1","3","00:01:39.375","0","0","2","0","0","0.00","40","F","false","true","little rock","usa","LIT","2","8","2023-01-12","2023-05-14","106","99.375","0","2","0","539.57","659.00","1198.570","Middle Aged","1198.57","599.29","149.82","1.10","0.00","0.25","0.18","0","0.25","0","0","659.22","0.000","0.0000","Free Meal Included With Hotel Booking"
"220725","0","3455.5800000000000000","1","0","4","0.44","151","35.11","0.25","0.25","4","3","1","1","5.40","2.00","13822.32","1535.81","4","1","5","00:15:48.888889","1","2","1","0","0.00","0.00","42","F","false","false","stockton","usa","SCK","4","9","2023-01-07","2023-06-07","316","948.889","1","2","2","2422.92","1842.00","4264.920","Middle Aged","4264.92","1066.23","473.88","1.13","0.22","0.22","0.15","0.05","0.44","0","0","1204.84","0.000","0.0000","Priority Check-in and Boarding Privilege"
"224996","0","2488.1300000000000000","2","0","2","0.25","86","12.75","0.00","0.00","2","1","1","0","9.00","","4976.26","622.03","1","1","2","00:01:34.625","0","0","0","1","0.0","0.00","44","F","false","true","halifax","canada","YHZ","2","8","2023-02-14","2023-05-11","102","94.625","0","0","1","897.61","231.00","1128.610","Middle Aged","1128.61","564.31","141.08","0.92","0.13","0.00","0","0.10","0.13","0","0","519.17","0.000","0.0000","10% Discount on Next Confirmed Booking"
"226367","0","1633.1966666666666667","1","0","3","0.38","170","14.25","0.67","0.00","3","3","1","2","7.67","","4899.59","612.45","2","1","3","00:01:45.5","1","0","0","0","0","11.22","45","F","false","false","washington","usa","IAD","3","8","2023-01-07","2023-06-26","114","105.500","0","1","0","990.17","1864.00","2854.172","Middle Aged","2854.17","951.39","356.77","1.13","0.00","0.13","0.05","0","0.13","5.61","0.001","1075.07","0.007","0.0000","Additional Free Checked Baggage Allowance"
"228195","0","0","0","0","0","0.00","124","12.89","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:01:35.777778","0","0","1","0","0","0.00","28","F","false","true","los angeles","usa","LAX","0","9","2023-01-28","2023-06-01","116","95.778","0","1","0","0.00","0.00","0.000","Young Aged","0.00","","0.00","1.01","0.00","0.11","0.20","0","0.11","0","0","","0.000","0.0000","10% Discount on Next Confirmed Booking"
"228872","0","2953.6700000000000000","0","1","2","0.25","187","15.75","0.50","0.00","1","2","1","1","6.00","","2953.67","369.21","7","1","6","00:01:58","0","0","1","0","0","0.00","36","M","false","false","san antonio","usa","RND","2","8","2023-01-09","2023-07-16","126","118.000","0","1","0","509.21","1288.00","1797.210","Middle Aged","1797.21","898.61","224.65","1.12","0.00","0.13","0.35","0","0.13","0","0","1006.44","0.000","0.0000","Extended Booking Flexibility Options"
"229009","0","16254.006666666667","1","0","3","0.38","142","18.00","0.33","0.33","3","2","1","1","165.75","307.00","48762.02","6095.25","1","1","9","00:04:24.785429","1","1","0","0","0","0.00","19","F","false","false","stockton","usa","SCK","3","8","2023-02-15","2023-07-08","144","264.785","1","1","1","4508.89","474.00","4982.890","Student","4982.89","1660.96","622.86","0.91","0.13","0.13","0","0","0.25","0","0","1511.47","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"229108","2","5021.9300000000000000","0","0","1","0.13","123","40.13","0.00","1.00","1","0","2","0","149.00","129.00","5021.93","627.74","0","0","7","00:16:52.25","1","1","2","2","0.00","0.00","27","F","false","false","burlington","usa","BTV","1","8","2023-01-04","2023-05-08","321","1012.250","1","3","3","877.22","0.00","877.220","Young Aged","877.22","877.22","109.65","1.14","0.38","0.38","0.20","0.10","0.75","0","0","1000.03","0.000","0.0000","Access to Special Booking Discounts"
"229330","0","1175.6900000000000000","1","0","4","0.50","177","16.13","0.25","0.00","4","4","2","1","8.25","","4702.76","587.85","2","2","3","00:01:59.625","0","0","0","1","0.0","0.00","49","F","true","false","colorado springs","usa","COS","4","8","2023-01-21","2023-07-17","129","119.625","0","0","1","2883.21","3521.00","6404.210","Middle Aged","6404.21","1601.05","800.53","1.05","0.13","0.00","0","0.10","0.13","0","0","1681.10","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"232647","0","1436.7500000000000000","1","1","2","0.25","129","12.50","0.50","0.00","1","1","1","1","8.00","","1436.75","179.59","6","1","3","00:01:33.875","0","0","1","0","0","0.00","19","F","false","false","birmingham","usa","BHM","2","8","2023-01-24","2023-06-02","100","93.875","0","1","0","237.10","2343.00","2580.100","Student","2580.10","1290.05","322.51","1.03","0.00","0.13","0.10","0","0.13","0","0","1328.75","0.000","0.0000","Free Meal Included With Hotel Booking"
"249521","0","3739.5900000000000000","0","1","2","0.25","148","18.88","0.50","0.00","1","2","1","1","9.00","","3739.59","467.45","2","1","3","00:02:20.625","0","1","1","2","21.60","0.00","61","F","true","true","ottawa","canada","YOW","2","8","2023-02-06","2023-07-04","151","140.625","0","1","3","642.02","369.40","1011.420","Senior Citizen","1011.42","505.71","126.43","0.96","0.38","0.13","0.20","0.13","0.50","0","0","485.48","0.000","0.0000","Free Meal Included With Hotel Booking"
"252835","0","1859.2400000000000000","1","0","5","0.63","183","14.63","0.60","0.00","5","4","1","3","8.00","","9296.20","1162.02","2","1","4","00:01:48.25","1","0","0","1","0.00","60.92","39","F","false","true","chicago","usa","ORD","5","8","2023-01-07","2023-07-10","117","108.250","0","1","1","1615.64","1460.00","3075.635","Middle Aged","3075.64","615.13","384.45","1.13","0.13","0.13","0.30","0.05","0.25","60.92","0.007","695.10","0.052","0.0020","Additional Free Checked Baggage Allowance"
"258451","2","0","0","0","1","0.13","133","20.88","0","1.00","0","1","0","0","","","0.00","0.00","26","2","0","00:03:39.875","1","1","1","0","0","0.00","25","F","false","false","miami","usa","OPF","1","8","2023-02-03","2023-06-17","167","219.875","1","2","1","0.00","4628.00","4628.000","Young Aged","4628.00","4628.00","578.50","0.98","0.13","0.25","0.15","0","0.38","0","0","4535.44","0.000","0.0000","Access to Special Booking Discounts"
"264470","0","2391.6350000000000000","1","0","2","0.25","150","14.75","0.50","0.00","2","2","1","1","9.00","","4783.27","597.91","5","1","5","00:01:51","1","0","0","1","0.0","37.80","47","F","false","true","bakersfield","usa","BFL","2","8","2023-01-04","2023-06-04","118","111.000","0","1","1","835.22","2127.00","2962.218","Middle Aged","2962.22","1481.11","370.28","1.14","0.13","0.13","0.05","0.10","0.25","37.80","0.008","1688.47","0.060","0.0004","Extended Cancellation Window at No Additional Cost"
"276512","0","2409.2500000000000000","1","1","1","0.13","132","12.25","1.00","0.00","1","1","1","1","10.00","","2409.25","301.16","1","1","3","00:01:31.375","0","0","2","2","0.00","0.00","43","F","true","true","austin","usa","AUS","1","8","2023-01-14","2023-05-27","98","91.375","0","2","2","395.69","100.00","495.690","Middle Aged","495.69","495.69","61.96","1.09","0.25","0.25","0.13","0.13","0.50","0","0","540.30","0.000","0.0000","10% Discount on Next Confirmed Booking"
"281952","0","1966.8300000000000000","1","1","2","0.25","161","19.75","1.50","0.00","2","2","1","3","8.00","","3933.66","491.71","1","1","2","00:02:26.375","0","1","0","0","26.70","0.00","38","F","false","false","louisville","usa","LOU","2","8","2023-01-28","2023-07-08","158","146.375","0","0","1","684.72","236.30","921.020","Middle Aged","921.02","460.51","115.13","1.01","0.13","0.00","0","0.15","0.13","0","0","465.12","0.000","0.0000","Extended Booking Flexibility Options"
"283325","0","2838.4400000000000000","0","0","2","0.25","145","14.25","0.00","0.00","1","2","1","0","5.00","","2838.44","354.81","3","2","6","00:01:45.625","1","0","1","1","0.0","45.33","52","F","true","false","dallas","usa","DAL","2","8","2023-01-28","2023-06-22","114","105.625","0","2","1","407.94","2884.00","3291.943","Middle Aged","3291.94","1645.97","411.49","1.01","0.13","0.25","0.08","0.10","0.38","45.33","0.016","1662.43","0.119","0.0024","Free Meal Included With Hotel Booking"
"290123","0","2533.3800000000000000","1","0","7","0.78","168","21.11","0.86","0.00","7","6","2","6","6.71","","17733.66","1970.41","2","1","2","00:02:35.888889","0","0","0","0","0","0.00","42","F","true","false","houston","usa","HOU","7","9","2023-01-26","2023-07-14","190","155.889","0","0","0","10006.14","4605.00","14611.140","Middle Aged","14611.14","2087.31","1623.46","1.02","0.00","0.00","0","0","0.00","0","0","2129.06","0.000","0.0000","Priority Check-in and Boarding Privilege"
"297546","0","1772.7375000000000000","0","0","5","0.63","172","25.88","0.60","0.00","4","5","1","3","5.75","","7090.95","886.37","5","1","4","00:03:12.875","0","1","0","0","78.00","0.00","53","F","true","false","new york","usa","JFK","5","8","2023-01-16","2023-07-07","207","192.875","0","0","1","2325.90","3542.00","5867.900","Middle Aged","5867.90","1173.58","733.49","1.08","0.13","0.00","0","0.05","0.13","0","0","1267.47","0.000","0.0000","Additional Free Checked Baggage Allowance"
"298253","0","4183.6800000000000000","0","2","1","0.13","159","12.25","2.00","0.00","1","0","1","2","7.00","","4183.68","522.96","0","0","2","00:01:31.75","0","0","2","1","0.00","0.00","48","F","true","true","los angeles","usa","LAX","1","8","2023-01-05","2023-06-13","98","91.750","0","2","1","712.42","0.00","712.420","Middle Aged","712.42","712.42","89.05","1.14","0.13","0.25","0.23","0.15","0.38","0","0","812.16","0.000","0.0000","Extended Booking Flexibility Options"
"299476","0","1090.0000000000000000","1","0","1","0.11","194","20.78","0.00","0.00","1","1","1","0","8.00","","1090.00","121.11","1","1","3","00:02:34.111111","0","0","2","2","0.00","0.00","40","F","true","false","atlanta","usa","ATL","1","9","2023-01-05","2023-07-19","187","154.111","0","2","2","192.38","71.00","263.380","Middle Aged","263.38","263.38","29.26","1.14","0.22","0.22","0.20","0.13","0.44","0","0","300.25","0.000","0.0000","Extended Booking Flexibility Options"
"306165","0","0","0","0","0","0.00","168","11.13","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:01:22.5","0","0","0","0","0","0.00","22","F","false","false","cleveland","usa","CLE","0","8","2023-01-19","2023-07-07","89","82.500","0","0","0","0.00","0.00","0.000","Student","0.00","","0.00","1.06","0.00","0.00","0","0","0.00","0","0","","0.000","0.0000","Extended Booking Flexibility Options"
"306819","1","737.4550000000000000","1","0","2","0.25","170","41.13","0.50","0.50","2","2","2","1","8.00","10.00","1474.91","184.36","2","2","2","00:17:41.875","1","1","1","1","0.00","0.00","61","F","true","true","new york","usa","JFK","2","8","2023-01-27","2023-07-17","329","1061.875","1","2","2","270.16","896.00","1166.160","Senior Citizen","1166.16","583.08","145.77","1.02","0.25","0.25","0.05","0.05","0.50","0","0","594.74","0.000","0.0000","Access to Special Booking Discounts"
"312488","0","2171.5300000000000000","1","1","1","0.13","159","9.50","1.00","0.00","1","1","1","1","7.00","","2171.53","271.44","1","1","1","00:01:11","0","0","1","1","0.0","0.00","32","M","true","false","new york","usa","JFK","1","8","2023-01-31","2023-07-09","76","71.000","0","1","1","407.10","299.00","706.100","Young Aged","706.10","706.10","88.26","0.99","0.13","0.13","0.25","0.20","0.25","0","0","699.04","0.000","0.0000","Extended Booking Flexibility Options"
"313724","0","2300.6500000000000000","0","1","5","0.63","190","43.88","0.80","0.20","4","5","1","4","5.60","3.00","9202.60","1150.32","4","2","3","00:18:30.375","1","1","0","0","0","0.00","53","F","false","false","tulsa","usa","TUL","5","8","2023-01-05","2023-07-15","351","1110.375","1","1","1","2489.30","4148.00","6637.300","Middle Aged","6637.30","1327.46","829.66","1.14","0.13","0.13","0","0","0.25","0","0","1513.30","0.000","0.0000","Priority Check-in and Boarding Privilege"
